$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
1,1,-1,1,-1,1,0,2,3,-1,2,-1,0,1,2,0,-1,3,0,0,1,0,2,0,0,-1,-1,2,3,-1,2,1,1,-1,2,3,3,-1,-1,3,2,1,0,1,3,2,-1,0,2,1,96192.0,526,99456.0
2,0,-1,2,0,1,1,0,1,-1,-1,2,1,0,1,0,3,-1,-1,0,1,-1,1,2,2,2,0,2,3,0,-1,2,3,-1,3,3,0,2,1,-1,2,2,-1,2,1,0,1,1,0,-1,95875.0,521,99436.0
1,-1,0,3,3,3,0,-1,0,1,-1,-1,1,1,1,-1,-1,2,-1,3,2,0,2,2,1,3,3,2,1,-1,0,-1,0,1,1,-1,3,3,3,0,1,0,3,0,1,2,2,-1,-1,0,96318.0,513,99464.0
-1,-1,2,2,3,0,0,0,1,2,-1,0,-1,0,3,2,2,-1,3,0,1,-1,1,-1,1,2,0,2,-1,1,-1,2,2,1,1,-1,-1,1,0,3,2,3,0,0,1,2,-1,1,0,-1,96139.0,506,99479.0
2,0,2,3,3,1,1,1,0,1,2,3,2,2,1,-1,2,3,0,1,-1,1,1,2,3,-1,0,3,-1,-1,-1,0,1,3,-1,2,-1,-1,0,-1,0,0,0,3,3,1,2,-1,0,2,96184.0,521,99440.0
-1,1,0,1,-1,1,-1,3,0,3,3,1,0,1,3,2,1,1,-1,3,3,3,2,1,2,2,-1,2,0,2,-1,1,2,3,1,2,2,3,-1,0,2,-1,1,-1,0,0,-1,3,-1,-1,96235.0,521,99449.0
0,0,2,3,2,-1,-1,1,-1,-1,-1,3,0,3,-1,1,-1,-1,3,1,1,0,-1,2,1,0,0,1,-1,3,-1,2,0,0,1,3,2,3,2,3,1,3,2,0,-1,3,1,-1,0,-1,96270.0,481,99473.0
1,3,3,2,2,3,0,2,0,0,-1,0,3,-1,1,0,-1,-1,1,3,3,2,2,1,1,-1,0,0,1,2,1,0,1,2,0,3,-1,0,1,3,3,3,2,1,-1,1,2,-1,2,2,95871.0,575,99395.0
-1,0,0,0,3,-1,3,0,-1,2,-1,3,3,2,1,-1,0,-1,1,3,0,3,0,0,2,3,1,1,-1,2,-1,2,2,0,1,1,2,2,1,2,1,-1,-1,1,0,0,1,2,3,3,95915.0,543,99433.0
2,1,2,2,0,-1,0,0,-1,3,2,-1,2,2,-1,-1,0,2,-1,3,1,1,0,1,0,1,1,3,3,-1,2,2,0,0,1,-1,1,-1,0,2,1,0,0,2,1,2,1,1,3,3,95800.0,550,99424.0
-1,2,1,0,3,1,1,1,-1,2,0,1,0,1,-1,-1,0,0,-1,1,3,2,0,-1,-1,1,3,0,3,3,1,2,2,2,-1,3,2,-1,3,3,2,-1,1,1,3,2,0,-1,-1,2,96305.0,513,99464.0
2,-1,2,0,2,-1,0,-1,0,0,3,1,2,2,3,-1,0,-1,1,1,3,3,1,2,-1,1,-1,1,0,3,2,0,1,3,0,0,3,2,1,1,0,2,-1,3,2,-1,2,1,-1,3,96153.0,552,99435.0
1,0,-1,1,1,0,0,-1,0,-1,2,0,0,3,1,-1,-1,2,-1,0,0,1,3,0,1,0,2,3,-1,-1,3,-1,0,1,2,2,2,-1,2,3,2,1,1,3,3,2,3,0,-1,1,96063.0,517,99448.0
2,2,1,-1,1,2,1,1,3,2,-1,-1,0,1,3,-1,-1,2,-1,2,0,2,1,0,3,2,-1,2,1,2,2,-1,1,0,0,-1,3,1,0,1,-1,3,-1,0,0,-1,1,-1,0,3,96070.0,513,99461.0
3,1,0,2,2,0,1,1,0,2,0,0,-1,-1,1,3,2,3,0,-1,-1,2,1,0,3,1,0,2,-1,0,0,1,2,-1,1,3,3,1,2,-1,3,2,3,2,-1,1,2,-1,1,-1,95758.0,537,99402.0
3,0,3,0,1,2,1,0,2,3,3,-1,1,1,0,0,1,-1,0,0,1,3,-1,2,2,1,-1,2,1,2,3,3,3,3,0,2,2,2,2,-1,3,-1,0,1,-1,-1,3,2,0,0,95781.0,580,99385.0
1,2,0,1,-1,-1,1,3,2,0,1,2,1,2,3,1,3,-1,2,2,3,1,0,2,0,3,-1,-1,2,1,1,2,3,0,1,-1,-1,3,1,0,-1,0,2,0,3,1,3,-1,-1,-1,96076.0,526,99429.0
2,0,2,1,2,-1,0,-1,1,0,0,-1,-1,1,3,-1,3,2,1,0,2,1,3,-1,2,0,0,2,1,0,1,1,-1,3,0,0,-1,-1,2,-1,3,-1,1,2,1,2,0,1,-1,2,95947.0,513,99465.0
2,-1,1,1,-1,3,3,0,0,1,-1,3,0,0,1,2,2,0,1,3,1,-1,-1,0,-1,1,1,2,2,-1,3,1,1,3,-1,3,2,2,0,0,-1,3,-1,2,0,3,-1,2,0,2,96125.0,544,99462.0
2,0,-1,1,1,-1,-1,0,3,-1,-1,1,2,1,1,-1,3,2,2,-1,0,1,-1,0,-1,-1,2,1,0,3,0,1,2,0,0,0,2,3,1,-1,2,2,-1,3,1,1,-1,0,3,2,96084.0,500,99476.0
2,2,1,2,-1,1,0,-1,3,1,-1,0,0,3,3,3,-1,3,1,0,-1,0,2,-1,1,0,-1,-1,2,2,1,2,3,2,-1,0,1,2,-1,3,0,1,3,-1,3,0,0,2,2,1,96147.0,539,99442.0
0,0,0,1,2,2,1,3,3,2,2,-1,-1,2,2,1,-1,2,-1,1,1,-1,-1,1,3,2,1,0,0,0,1,1,0,0,3,1,-1,-1,-1,2,2,0,-1,-1,0,2,-1,0,-1,-1,96172.0,485,99481.0
3,0,1,2,3,-1,-1,1,0,-1,3,-1,2,-1,3,0,0,2,1,1,-1,1,2,0,0,2,0,0,2,2,1,1,-1,1,2,0,-1,3,1,3,-1,0,1,3,2,3,-1,-1,-1,1,96112.0,512,99457.0
0,3,-1,2,2,1,0,0,1,1,0,2,-1,2,-1,-1,3,0,2,3,1,3,0,0,3,-1,2,-1,2,2,3,1,-1,1,0,1,2,1,2,0,1,2,-1,0,-1,0,3,-1,-1,3,96073.0,536,99451.0
2,0,2,1,2,0,2,1,3,-1,1,-1,3,2,2,1,3,0,0,0,2,-1,3,-1,-1,1,0,3,2,1,0,1,1,1,1,2,0,2,3,3,0,0,0,-1,-1,-1,1,-1,3,3,95844.0,567,99411.0
0,0,3,0,2,-1,1,-1,2,-1,-1,0,3,0,3,1,3,1,-1,0,0,1,0,-1,1,3,1,1,-1,-1,2,0,1,-1,0,2,0,3,2,3,2,-1,-1,3,1,2,3,2,3,2,96168.0,526,99440.0
2,2,0,-1,2,2,3,-1,2,3,2,1,1,0,1,-1,-1,-1,1,-1,-1,0,0,1,2,2,0,1,3,2,1,0,1,3,0,0,1,3,-1,2,3,-1,1,0,3,3,-1,2,-1,3,96059.0,528,99432.0
1,1,1,0,3,0,1,3,3,0,2,0,0,1,-1,2,-1,-1,2,1,1,3,0,-1,-1,2,2,2,1,1,-1,-1,3,-1,3,-1,0,2,0,1,0,3,2,2,3,1,0,3,-1,-1,96169.0,523,99450.0
1,-1,3,1,2,3,1,2,-1,0,3,1,-1,-1,-1,1,2,0,1,2,2,1,-1,0,2,2,0,1,0,0,0,-1,3,3,1,3,3,-1,2,3,0,0,1,3,1,0,2,2,0,2,95824.0,576,99404.0
-1,2,2,1,3,1,1,0,-1,0,3,-1,2,3,0,1,2,2,0,0,-1,2,-1,-1,-1,-1,1,0,2,3,0,2,0,-1,0,2,3,-1,-1,1,0,2,-1,1,0,1,1,3,-1,3,96253.0,505,99481.0
1,0,0,0,3,1,2,3,0,2,3,2,2,1,1,0,-1,-1,0,0,0,2,1,2,1,-1,3,1,3,2,3,0,-1,-1,2,3,0,1,3,-1,3,-1,0,2,2,1,-1,3,1,2,95782.0,571,99395.0
-1,2,3,-1,2,1,2,3,3,1,3,0,0,1,-1,-1,3,2,0,1,-1,0,2,0,2,3,0,-1,2,-1,1,-1,-1,1,3,-1,0,0,1,2,-1,-1,0,3,-1,1,0,1,3,2,96324.0,505,99469.0
0,0,1,1,-1,3,1,1,-1,2,-1,-1,3,2,2,1,1,0,2,1,0,0,-1,1,0,3,2,0,0,0,2,2,2,-1,3,-1,3,3,2,3,3,1,2,-1,-1,-1,1,3,2,1,96117.0,545,99431.0
-1,-1,2,2,1,-1,3,1,-1,-1,1,0,1,-1,0,0,3,-1,-1,1,0,-1,-1,-1,2,0,0,3,-1,0,3,3,2,2,1,0,1,3,0,1,2,3,1,3,2,0,1,1,3,0,96125.0,509,99456.0
2,0,-1,0,0,1,3,-1,3,0,3,3,2,2,2,0,1,0,1,1,2,0,1,-1,-1,0,3,-1,1,2,1,-1,0,-1,2,2,-1,3,-1,-1,1,1,0,2,2,3,1,3,3,-1,96019.0,527,99432.0
2,2,3,0,2,0,2,3,0,0,0,-1,1,2,2,1,2,1,3,1,1,1,-1,0,1,3,0,-1,0,-1,2,-1,1,3,2,-1,0,2,-1,-1,1,3,1,2,0,-1,-1,0,-1,1,95917.0,531,99437.0
0,-1,1,2,1,3,0,3,3,-1,-1,2,3,-1,3,1,0,0,3,0,1,2,1,2,3,1,0,-1,3,1,-1,-1,1,2,3,0,-1,2,1,-1,-1,0,2,2,3,2,1,-1,-1,3,96452.0,508,99452.0
2,-1,0,-1,0,2,2,-1,-1,-1,2,0,0,-1,-1,2,0,1,0,-1,2,3,1,-1,1,-1,1,2,3,3,-1,0,1,-1,1,-1,3,1,0,0,2,1,1,1,3,1,1,2,0,-1,96305.0,486,99480.0
3,3,-1,0,1,-1,-1,2,1,3,0,3,-1,2,3,2,3,-1,1,0,1,3,0,1,-1,3,2,3,0,-1,1,2,2,1,3,2,-1,0,2,0,1,2,-1,1,0,3,1,0,0,2,96013.0,570,99422.0
3,3,2,1,-1,0,2,-1,0,0,0,3,2,2,-1,3,-1,0,0,1,3,-1,0,1,1,2,0,1,-1,2,0,1,2,1,3,1,3,2,3,2,3,3,3,-1,-1,-1,-1,-1,1,1,96233.0,535,99443.0
2,-1,-1,0,-1,0,3,1,3,2,1,2,1,0,1,2,0,0,-1,2,1,-1,2,2,1,0,1,3,-1,0,1,2,2,-1,1,-1,-1,1,-1,0,3,-1,2,2,-1,-1,1,3,0,0,96111.0,494,99468.0
-1,-1,3,0,2,2,2,0,1,3,1,2,3,3,3,0,2,0,1,0,3,2,1,-1,3,1,0,3,2,-1,-1,1,2,-1,0,1,3,0,1,-1,-1,2,3,2,0,2,1,-1,0,1,95903.0,567,99406.0
3,0,1,3,0,3,1,2,0,-1,1,2,2,3,2,-1,-1,-1,-1,-1,-1,1,-1,-1,2,3,2,0,-1,0,3,-1,2,1,-1,3,0,3,1,0,2,0,-1,3,0,1,2,1,2,3,96481.0,495,99461.0
-1,1,0,1,-1,2,3,2,2,0,1,1,0,3,0,1,-1,0,0,0,1,-1,-1,0,3,-1,2,-1,-1,-1,3,2,2,-1,1,0,2,1,0,0,1,2,1,1,-1,2,2,1,2,-1,95858.0,509,99444.0
0,0,0,2,0,2,1,-1,2,1,0,2,1,-1,2,2,2,0,-1,1,2,0,-1,1,1,1,3,3,-1,-1,0,0,-1,-1,2,-1,-1,1,3,3,1,2,1,-1,-1,3,3,1,0,1,96038.0,502,99459.0
1,2,2,2,1,-1,3,3,1,1,0,2,0,2,0,0,-1,2,3,-1,1,2,1,0,0,0,1,1,1,-1,3,2,0,-1,3,3,0,2,2,1,3,2,-1,3,-1,0,2,0,-1,-1,95764.0,557,99398.0
-1,3,0,0,1,2,2,1,-1,3,0,0,-1,-1,-1,3,1,-1,3,-1,2,3,2,0,1,-1,1,3,2,2,1,-1,0,2,3,1,0,1,2,0,1,3,3,0,1,2,3,1,2,-1,96005.0,555,99427.0
3,3,2,-1,-1,0,2,1,3,2,-1,-1,2,1,1,3,0,1,3,1,1,-1,0,0,1,0,0,2,1,0,2,3,3,2,2,-1,3,2,-1,1,3,0,0,2,0,2,-1,1,0,3,95821.0,579,99410.0
-1,0,3,1,2,1,0,2,0,0,1,0,1,2,-1,-1,1,-1,-1,-1,0,2,1,2,2,1,-1,-1,2,0,3,1,1,-1,1,-1,-1,1,1,2,3,-1,-1,-1,2,0,0,0,2,3,96065.0,478,99474.0
-1,-1,2,0,1,1,3,1,-1,-1,3,2,1,1,2,0,0,-1,1,-1,0,2,3,1,-1,3,-1,2,-1,-1,1,3,0,-1,2,2,-1,0,3,0,1,1,0,2,2,0,-1,1,2,3,96330.0,503,99467.0
1,1,2,2,2,2,-1,0,1,-1,0,0,3,-1,0,3,1,1,-1,2,2,1,2,3,0,2,-1,0,3,1,2,0,3,1,-1,3,3,1,0,-1,1,-1,0,0,0,2,2,0,3,1,95595.0,566,99389.0
2,0,1,0,-1,2,1,0,3,0,-1,3,-1,3,1,0,3,2,3,1,-1,3,0,-1,2,-1,2,1,0,2,3,1,1,2,0,1,2,-1,-1,3,1,1,2,3,0,-1,1,-1,2,0,96010.0,562,99423.0
-1,2,-1,-1,3,-1,1,0,0,2,-1,-1,3,1,2,0,2,1,0,-1,2,2,-1,0,1,3,1,2,1,3,-1,-1,0,3,1,1,2,0,1,3,2,0,0,0,0,1,3,2,3,1,95930.0,557,99428.0
1,3,-1,1,3,0,2,2,1,-1,-1,0,2,0,-1,2,0,2,3,0,3,3,2,1,3,0,2,2,3,2,1,1,2,0,-1,1,1,1,0,2,0,1,3,-1,-1,3,-1,-1,-1,3,96227.0,549,99440.0
1,2,1,3,1,0,1,-1,1,0,0,2,0,2,2,0,3,1,3,3,-1,1,1,-1,-1,2,-1,3,2,0,3,2,2,-1,-1,-1,0,-1,0,1,3,-1,0,3,2,0,-1,2,0,1,96072.0,532,99446.0
1,-1,0,1,-1,-1,1,3,0,1,0,2,1,-1,-1,1,-1,-1,2,0,-1,3,0,1,0,-1,1,-1,2,2,-1,1,-1,2,0,3,1,3,0,3,2,3,1,3,2,2,2,3,-1,2,96397.0,500,99482.0
2,1,1,2,2,1,1,1,0,0,-1,-1,2,2,0,-1,2,3,3,1,3,1,3,-1,-1,1,1,3,-1,-1,2,1,3,-1,2,2,0,-1,2,2,-1,0,1,-1,3,3,1,0,0,-1,96329.0,516,99467.0
3,-1,0,2,-1,2,3,-1,3,0,0,1,-1,0,0,-1,1,0,-1,2,1,-1,3,-1,-1,0,0,2,1,1,0,3,3,3,2,1,-1,2,2,1,-1,2,0,2,3,2,2,1,3,1,96186.0,530,99460.0
3,0,0,2,3,2,0,2,3,-1,-1,0,-1,3,1,-1,-1,1,2,3,-1,3,3,0,1,1,0,-1,1,0,3,1,1,0,0,-1,2,2,-1,1,0,-1,-1,3,1,-1,1,2,0,0,95958.0,509,99440.0
1,3,2,3,1,-1,2,-1,-1,2,0,0,2,3,0,-1,3,3,1,2,1,2,-1,-1,-1,-1,-1,0,0,2,3,1,1,1,0,0,3,1,2,3,2,2,-1,3,3,0,3,-1,1,2,96263.0,536,99442.0
2,1,3,0,3,1,1,3,1,3,1,1,-1,0,1,3,1,0,-1,2,3,3,2,0,2,2,1,0,2,-1,-1,2,-1,-1,3,0,0,1,2,-1,0,2,0,1,0,0,0,2,3,-1,95688.0,569,99389.0
2,2,0,2,1,1,3,-1,1,0,0,0,2,3,-1,-1,2,-1,2,-1,-1,0,1,-1,3,3,0,3,1,-1,3,2,2,3,0,2,-1,3,1,0,-1,0,1,2,2,-1,1,2,3,0,96284.0,534,99442.0
0,1,2,-1,0,3,0,0,-1,0,-1,2,2,2,2,1,-1,-1,-1,3,2,-1,1,0,1,3,2,1,2,0,0,0,3,-1,3,1,-1,-1,0,2,3,1,-1,2,2,-1,3,3,0,3,96148.0,515,99447.0
-1,1,1,1,1,2,2,1,-1,3,1,1,1,2,0,-1,3,-1,0,1,2,-1,-1,3,2,2,2,0,2,-1,3,1,3,3,1,-1,0,0,2,1,0,3,3,0,0,0,-1,-1,0,3,95867.0,541,99424.0
3,2,0,2,-1,3,2,0,3,3,0,0,0,3,3,-1,1,2,1,-1,0,1,-1,3,-1,-1,0,-1,2,3,1,3,2,2,2,-1,3,2,3,-1,1,1,0,1,2,1,1,1,-1,1,96179.0,527,99433.0
0,-1,3,0,1,2,2,1,1,0,-1,-1,2,3,0,3,1,-1,-1,2,1,0,1,-1,0,-1,3,-1,-1,0,0,1,1,0,-1,-1,-1,2,1,0,2,-1,1,2,3,-1,-1,2,3,1,96456.0,481,99506.0
-1,2,3,1,1,1,-1,1,1,-1,2,3,2,-1,2,3,0,1,1,1,2,0,0,2,0,-1,0,-1,2,1,-1,0,0,2,0,-1,-1,1,-1,2,3,-1,-1,3,1,-1,1,0,2,0,96094.0,501,99458.0
1,0,0,0,3,1,3,0,0,2,2,2,3,1,2,3,3,2,1,0,0,3,1,2,2,1,1,-1,0,2,-1,1,0,2,2,3,1,-1,-1,3,1,3,-1,3,-1,0,2,1,-1,0,95728.0,589,99384.0
2,-1,1,-1,-1,1,3,3,1,2,2,-1,0,0,0,0,-1,3,0,2,-1,3,1,3,-1,2,1,-1,0,-1,-1,-1,0,3,1,2,2,3,3,-1,1,2,2,0,0,2,3,2,1,1,96203.0,523,99452.0
2,-1,2,0,0,1,-1,0,0,-1,2,3,-1,1,1,3,-1,1,3,0,2,2,-1,2,3,3,-1,0,-1,1,2,3,-1,0,0,0,2,1,1,0,1,3,0,-1,-1,3,-1,-1,1,1,96208.0,510,99460.0
1,2,0,0,1,0,0,3,-1,2,1,0,0,1,1,3,0,-1,-1,1,-1,1,3,2,1,2,3,2,0,2,1,1,-1,2,-1,0,2,0,3,1,3,2,3,-1,3,-1,3,3,3,0,95855.0,577,99399.0
2,1,0,2,0,0,0,2,1,-1,3,1,2,3,3,0,0,3,1,0,3,2,-1,-1,0,2,-1,2,-1,0,3,-1,1,2,2,-1,3,2,1,1,1,2,1,-1,1,0,-1,3,1,0,95931.0,556,99413.0
3,0,3,1,2,0,-1,-1,2,2,-1,1,1,1,1,0,1,2,0,1,0,3,0,-1,3,0,2,3,-1,0,2,3,0,-1,2,3,1,1,0,2,2,1,3,1,0,3,3,2,-1,2,95781.0,580,99399.0
2,2,-1,1,2,3,1,-1,0,-1,0,2,2,3,0,-1,3,2,2,0,-1,0,3,0,1,3,3,3,1,0,2,3,2,-1,0,-1,2,1,0,3,0,1,2,3,0,-1,0,-1,1,2,95897.0,546,99400.0
-1,-1,2,0,3,1,-1,2,1,2,3,2,3,-1,0,3,-1,2,-1,2,1,1,3,0,3,3,0,-1,1,0,-1,1,1,1,2,-1,1,2,3,0,2,3,0,1,-1,2,2,0,2,0,96175.0,541,99422.0
-1,-1,1,2,0,1,0,1,2,2,2,1,1,3,-1,0,-1,2,3,1,1,1,0,2,2,1,3,1,-1,3,0,3,0,3,-1,-1,0,2,0,2,1,-1,0,3,3,2,0,0,3,-1,95886.0,553,99411.0
2,0,2,1,2,-1,1,1,-1,2,3,0,0,2,-1,-1,3,-1,3,-1,3,1,-1,0,3,2,0,-1,3,1,3,2,0,1,1,2,3,-1,2,2,0,-1,0,3,0,2,0,0,0,1,95917.0,535,99417.0
1,3,1,1,0,2,0,2,3,-1,0,1,-1,1,-1,-1,2,-1,0,0,0,2,3,1,2,0,0,3,1,-1,0,3,0,3,3,-1,1,-1,1,3,-1,2,2,1,1,0,2,2,-1,2,95991.0,538,99444.0
0,1,-1,-1,0,-1,2,1,3,1,3,1,1,0,2,-1,3,1,-1,2,2,-1,3,2,3,1,3,-1,-1,1,2,0,0,0,0,0,1,3,-1,3,-1,0,2,2,2,0,-1,1,0,2,95961.0,525,99443.0
1,-1,2,1,0,3,1,0,3,1,0,2,-1,3,2,0,3,1,1,2,1,0,2,3,-1,0,2,-1,2,1,3,3,1,0,1,3,1,2,3,-1,-1,0,2,2,0,0,-1,3,-1,3,95823.0,574,99409.0
-1,2,-1,2,2,2,-1,2,1,0,2,3,2,1,2,1,-1,0,-1,3,3,-1,-1,2,0,0,0,3,-1,1,1,-1,1,-1,0,3,1,3,-1,0,2,0,1,2,0,1,0,-1,0,1,95964.0,509,99446.0
2,3,1,1,0,2,3,1,2,1,0,3,1,2,3,-1,0,0,-1,-1,2,0,3,-1,3,-1,-1,1,-1,2,0,1,1,2,0,-1,-1,0,3,3,1,-1,1,1,0,2,2,-1,-1,0,96148.0,502,99451.0
2,1,-1,2,0,1,0,0,-1,1,0,0,0,-1,1,-1,3,3,-1,2,-1,1,-1,1,1,2,0,-1,2,0,0,1,-1,2,-1,0,2,3,0,2,1,3,2,3,2,-1,2,3,3,1,95904.0,522,99434.0
3,3,3,2,1,1,-1,3,3,2,0,0,-1,-1,2,0,-1,0,3,-1,0,2,-1,2,-1,1,3,0,1,0,1,2,1,0,2,1,-1,1,1,0,3,3,2,2,2,1,3,3,2,0,95865.0,567,99394.0
1,0,2,1,1,3,2,3,3,-1,3,2,3,3,3,2,-1,1,2,2,-1,-1,0,3,1,0,-1,0,-1,0,-1,0,1,1,2,2,1,1,3,3,0,0,2,2,0,0,3,0,1,1,95852.0,572,99381.0
1,1,-1,0,-1,-1,2,3,-1,0,3,0,1,-1,2,1,2,0,3,1,3,2,-1,0,2,0,3,-1,0,1,2,2,3,-1,2,3,0,0,-1,3,1,1,-1,0,0,2,2,-1,-1,3,96057.0,512,99445.0
1,3,0,-1,-1,1,3,0,2,-1,3,1,1,2,1,-1,0,2,3,2,-1,0,-1,1,0,0,1,1,3,1,-1,-1,1,0,-1,2,-1,1,0,2,2,0,0,2,-1,0,2,2,3,-1,95996.0,510,99440.0
3,-1,-1,1,-1,1,3,-1,1,-1,-1,2,3,2,0,2,2,0,3,1,2,2,-1,3,0,-1,-1,2,0,2,1,3,-1,1,3,1,3,-1,-1,2,2,3,0,1,0,0,1,0,-1,-1,96534.0,494,99490.0
3,0,1,3,2,-1,-1,1,-1,0,2,2,2,-1,2,2,3,3,-1,2,1,1,1,1,2,3,1,-1,1,3,2,3,2,0,0,1,0,-1,3,2,0,0,1,0,3,0,0,3,-1,0,95781.0,562,99398.0
