$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
2,1,1,0,-1,3,1,1,1,2,3,-1,1,0,1,3,1,2,-1,2,-1,3,2,2,-1,0,-1,2,1,0,0,1,3,-1,2,2,1,0,0,3,1,0,2,0,2,0,0,2,2,0,95605.0,629,99535.0
2,1,3,3,1,1,2,0,1,2,-1,2,1,0,1,1,-1,2,0,3,2,1,1,0,-1,0,3,-1,3,2,3,1,3,1,1,-1,-1,2,2,3,2,-1,0,0,2,0,3,-1,3,2,95939.0,605,99539.0
2,3,1,1,1,2,1,0,-1,1,1,-1,0,2,1,0,0,2,2,-1,1,1,0,-1,-1,2,2,3,0,0,0,0,3,0,0,2,1,3,-1,2,1,1,3,-1,1,2,0,1,-1,0,95629.0,615,99548.0
0,3,2,3,0,0,3,-1,-1,2,2,1,3,-1,2,3,3,0,0,0,1,1,0,0,2,0,2,1,0,1,0,2,0,0,2,2,2,2,1,0,1,1,2,1,3,-1,3,1,1,-1,95547.0,636,99519.0
2,0,1,1,-1,0,3,-1,-1,3,1,2,1,2,3,-1,0,-1,-1,1,1,0,2,1,2,1,3,3,2,0,1,2,1,2,1,3,0,2,2,-1,1,1,-1,0,0,2,2,-1,0,2,96002.0,599,99563.0
0,3,3,1,-1,0,-1,1,0,0,0,2,-1,0,1,1,2,2,1,2,0,1,2,1,2,-1,-1,1,0,2,2,1,2,1,-1,-1,1,1,-1,2,2,2,-1,1,0,-1,0,1,2,3,96002.0,583,99564.0
-1,0,0,2,2,1,-1,0,0,2,-1,1,-1,0,3,1,1,3,-1,-1,-1,3,-1,2,-1,2,1,1,0,2,2,2,0,2,1,2,2,2,0,-1,1,1,0,1,0,3,1,0,0,2,95796.0,580,99560.0
-1,0,1,1,2,0,3,3,3,2,-1,-1,0,0,2,2,1,1,2,-1,2,1,1,2,0,2,1,2,2,-1,0,1,2,0,2,1,3,2,0,1,3,3,1,1,3,0,1,3,0,2,95691.0,642,99512.0
0,2,0,3,1,-1,0,0,1,0,3,-1,1,2,2,0,2,2,0,2,3,3,2,3,2,1,1,2,2,0,-1,-1,-1,0,1,3,0,-1,2,3,0,3,2,-1,1,-1,2,1,1,2,95951.0,611,99551.0
2,2,-1,0,2,-1,1,1,-1,-1,0,0,3,-1,-1,2,2,2,-1,1,2,0,1,1,0,2,1,1,-1,1,1,0,1,3,1,2,2,0,2,-1,1,0,3,2,3,3,2,2,1,3,96033.0,601,99558.0
2,2,2,1,0,0,0,1,0,2,1,2,0,-1,3,3,2,0,2,2,-1,2,1,1,2,1,1,0,0,1,3,0,1,3,3,-1,3,0,2,0,1,1,0,1,3,2,0,3,3,1,95482.0,683,99498.0
0,2,3,2,0,2,-1,-1,-1,0,2,-1,1,1,1,3,0,2,-1,3,0,-1,1,3,1,0,-1,1,-1,1,3,-1,2,-1,0,1,1,0,0,1,2,0,3,3,2,1,3,0,2,-1,96165.0,561,99580.0
2,2,1,0,1,1,3,-1,-1,1,1,0,3,1,2,2,2,2,0,-1,2,-1,2,1,0,3,0,1,-1,1,0,1,0,2,2,3,1,0,0,0,0,3,1,1,3,2,2,3,2,3,95584.0,652,99512.0
1,2,1,0,3,1,2,2,2,2,3,1,0,0,1,-1,1,2,-1,0,1,1,1,0,-1,2,3,0,2,3,-1,1,-1,2,-1,1,0,3,3,3,2,0,2,3,2,0,2,-1,1,3,95948.0,638,99537.0
1,1,0,0,1,2,2,0,2,1,0,0,0,0,3,1,2,0,-1,-1,2,3,2,3,0,-1,2,2,2,-1,1,-1,-1,2,1,1,3,0,0,1,2,1,0,1,-1,2,1,0,1,3,95546.0,617,99533.0
2,2,0,0,-1,-1,0,2,1,2,2,0,0,0,-1,0,3,-1,0,0,3,3,0,0,1,1,-1,0,1,2,0,2,1,3,-1,2,1,1,3,2,1,2,1,3,2,3,2,1,-1,-1,95762.0,622,99542.0
3,1,0,2,2,0,-1,1,0,0,3,-1,2,1,1,3,0,-1,2,1,1,1,1,0,0,1,3,1,0,2,-1,1,0,2,-1,1,-1,2,2,0,2,2,1,-1,2,0,2,0,2,0,95775.0,629,99550.0
-1,3,0,2,0,1,2,-1,-1,2,1,0,2,1,-1,0,-1,0,1,2,1,1,0,2,0,1,-1,1,2,-1,3,-1,0,-1,1,1,2,0,1,3,3,2,0,1,2,2,0,1,0,0,95727.0,583,99560.0
-1,3,0,1,3,2,3,3,1,3,2,-1,0,1,3,2,1,2,3,1,1,0,0,3,2,2,-1,1,-1,0,-1,1,3,0,1,-1,2,1,0,0,1,3,2,1,2,0,0,3,1,2,95856.0,639,99528.0
3,0,2,0,1,-1,0,2,1,2,1,1,2,2,1,2,0,0,-1,0,1,2,1,0,1,3,0,2,3,-1,1,0,3,-1,0,0,1,-1,-1,1,0,2,0,-1,1,-1,2,-1,1,3,95716.0,608,99558.0
1,1,0,-1,2,-1,2,-1,1,3,-1,1,0,3,2,3,2,1,1,3,0,2,3,0,1,0,0,1,3,1,-1,2,3,2,2,0,2,3,0,2,1,0,1,1,-1,1,0,3,2,-1,95719.0,615,99540.0
3,2,-1,0,3,1,1,1,0,0,2,2,0,1,2,1,3,1,1,1,2,3,3,1,0,3,3,0,2,1,3,-1,0,-1,1,1,1,0,2,0,0,2,3,-1,0,-1,-1,2,3,2,95968.0,642,99534.0
0,1,2,-1,1,0,0,1,3,-1,-1,1,1,3,0,-1,2,2,2,0,3,3,1,3,3,2,1,0,3,0,0,-1,3,2,1,1,-1,-1,2,1,2,3,0,3,1,1,2,0,3,0,95923.0,622,99541.0
0,0,0,3,1,2,-1,-1,0,1,1,2,1,2,1,1,1,3,0,0,3,1,2,0,0,2,2,-1,1,-1,1,2,0,2,-1,1,2,1,1,-1,-1,0,3,-1,0,-1,-1,0,3,1,95912.0,575,99573.0
2,0,0,3,2,1,1,1,1,2,0,-1,3,0,0,3,3,1,1,2,-1,2,1,0,2,2,2,2,0,2,-1,0,2,-1,-1,3,3,-1,2,3,2,0,-1,1,1,0,1,2,0,3,95853.0,629,99546.0
-1,0,3,3,0,0,3,1,2,2,3,2,1,2,2,-1,3,2,0,-1,1,0,3,1,1,1,2,0,1,0,0,3,2,0,3,3,1,3,-1,0,0,1,0,3,1,2,1,-1,1,2,95627.0,661,99513.0
3,3,2,3,0,0,2,2,-1,-1,1,1,1,-1,3,1,1,0,2,0,1,0,2,3,2,0,2,2,2,3,1,3,3,0,3,2,1,1,2,0,0,1,3,2,1,2,3,1,0,1,95783.0,674,99501.0
1,3,0,-1,2,3,2,3,2,-1,0,3,0,0,0,0,0,0,1,3,2,1,3,0,-1,-1,2,1,0,3,3,0,1,1,2,2,3,2,1,3,0,1,1,1,0,-1,1,0,1,2,95462.0,651,99512.0
0,3,2,2,3,1,3,2,0,2,-1,3,1,3,1,2,2,0,3,1,0,-1,2,2,0,0,1,0,0,0,1,-1,0,1,3,2,1,1,0,1,0,3,2,-1,0,1,-1,0,1,2,95713.0,662,99523.0
0,3,-1,1,-1,3,-1,-1,3,1,2,-1,0,1,2,1,1,2,2,0,-1,1,-1,3,0,0,3,-1,-1,0,-1,0,1,-1,2,1,0,2,1,-1,0,0,3,0,-1,1,3,2,1,0,96410.0,530,99618.0
2,2,-1,0,0,-1,2,1,1,3,-1,1,3,3,0,-1,3,1,-1,1,2,2,0,2,0,0,0,0,-1,2,1,-1,1,2,0,-1,3,2,2,0,1,1,1,3,1,3,2,-1,2,0,95890.0,614,99545.0
2,1,1,2,3,0,-1,-1,1,0,-1,0,0,1,2,0,3,-1,3,2,-1,1,0,0,0,0,0,-1,0,3,3,2,3,-1,1,0,1,1,2,2,1,0,1,1,-1,1,2,-1,2,1,95795.0,591,99555.0
3,2,2,-1,1,3,1,1,1,0,2,1,3,1,-1,3,-1,3,-1,1,3,1,1,2,2,3,1,-1,1,-1,-1,0,2,0,-1,1,3,3,0,-1,3,1,2,2,2,0,-1,3,3,0,96420.0,577,99578.0
0,3,3,1,-1,2,1,-1,0,0,1,1,1,2,-1,2,3,3,3,2,1,2,3,0,0,3,2,2,3,3,2,0,1,3,2,3,1,1,-1,2,0,-1,2,3,2,1,2,0,0,0,96083.0,656,99527.0
0,2,1,-1,-1,0,2,0,3,1,0,-1,0,2,1,1,1,1,2,1,2,2,2,2,2,0,-1,0,2,1,-1,0,1,3,0,3,-1,0,0,-1,2,-1,2,2,2,3,2,0,1,-1,96080.0,582,99575.0
2,1,1,0,3,2,2,1,-1,-1,2,1,3,2,3,1,1,1,1,0,0,2,2,2,2,0,1,0,3,2,1,-1,3,0,-1,3,3,-1,-1,1,2,-1,-1,2,1,2,-1,0,1,-1,96328.0,581,99577.0
1,2,1,1,0,3,0,-1,-1,0,3,3,3,3,1,3,2,1,3,2,0,1,2,3,2,2,0,2,-1,2,0,3,0,0,3,2,3,0,1,2,0,2,1,1,0,3,1,1,0,0,95417.0,678,99493.0
3,-1,1,1,2,2,1,0,3,0,2,0,-1,0,1,2,0,3,1,0,-1,0,1,1,0,1,1,3,2,2,-1,-1,3,3,3,2,3,2,-1,-1,3,2,1,1,1,1,2,3,3,0,96022.0,631,99546.0
0,-1,2,3,0,2,1,-1,-1,1,0,1,1,-1,2,2,2,2,2,-1,1,0,2,-1,2,-1,1,3,1,1,2,-1,1,1,0,0,2,1,0,0,0,2,0,1,0,2,3,-1,1,3,95754.0,595,99552.0
1,-1,1,-1,3,2,2,1,2,1,3,0,0,0,0,0,1,1,1,-1,3,2,0,3,-1,2,-1,1,2,2,0,2,-1,1,1,0,0,1,-1,0,1,-1,2,0,2,0,-1,2,1,3,95741.0,597,99558.0
1,3,3,2,2,-1,1,3,2,3,0,2,1,2,3,2,1,3,0,-1,1,0,-1,2,0,1,1,3,2,0,3,3,3,0,1,0,2,-1,3,2,0,-1,1,0,2,0,0,1,2,1,95820.0,658,99514.0
-1,-1,1,1,0,-1,1,-1,2,2,2,2,2,2,2,0,0,2,2,2,0,0,0,3,0,2,0,2,3,0,3,1,-1,-1,2,0,1,1,3,1,1,1,3,0,1,1,1,0,-1,0,95568.0,617,99539.0
1,1,0,2,0,0,0,0,3,-1,1,2,1,0,2,1,1,3,3,-1,0,-1,2,0,-1,3,1,0,2,1,0,2,3,-1,2,2,1,0,3,-1,-1,0,2,-1,3,0,2,1,2,-1,95735.0,605,99557.0
0,-1,-1,0,2,3,-1,3,2,0,1,0,0,3,2,-1,1,0,3,3,1,0,-1,3,1,2,0,1,0,-1,1,1,-1,2,-1,2,-1,2,0,2,2,2,1,1,1,1,1,0,3,2,96138.0,597,99578.0
-1,2,-1,-1,1,2,0,3,3,2,2,1,2,1,0,1,1,3,2,0,0,2,2,3,3,0,2,1,0,1,3,2,2,0,2,3,-1,3,0,-1,-1,2,1,0,0,-1,0,3,0,0,95894.0,618,99547.0
0,0,2,3,1,3,3,-1,0,1,2,1,0,2,2,0,2,2,0,0,3,-1,1,2,2,-1,1,3,3,1,1,-1,2,0,1,1,1,3,0,2,3,0,1,2,3,2,0,1,2,0,95495.0,671,99509.0
1,3,2,3,-1,-1,1,0,3,0,0,2,2,-1,2,1,-1,1,-1,1,0,1,1,1,-1,1,3,0,0,1,1,2,0,2,-1,0,3,2,2,3,-1,2,0,3,1,0,2,-1,2,3,95948.0,610,99546.0
2,3,3,-1,0,2,3,1,1,0,2,0,3,1,2,0,2,0,-1,0,1,2,1,2,0,1,2,2,1,2,-1,1,-1,1,2,0,-1,-1,3,-1,-1,0,1,1,0,3,2,3,1,2,95937.0,609,99559.0
0,2,2,2,1,-1,1,2,2,1,0,1,1,0,0,1,0,-1,0,0,3,2,-1,0,1,1,3,3,2,1,3,3,0,-1,0,-1,3,2,0,0,-1,2,3,1,1,2,1,3,3,-1,95715.0,633,99533.0
3,-1,2,-1,2,2,-1,-1,1,1,0,-1,-1,-1,2,2,1,3,0,0,2,-1,2,1,3,-1,1,0,3,2,1,2,-1,-1,1,0,3,0,-1,-1,2,2,3,3,-1,1,-1,0,0,2,96865.0,495,99636.0
1,0,1,2,0,0,0,3,-1,-1,1,1,2,-1,2,2,3,0,1,3,2,-1,2,-1,2,0,1,-1,1,-1,3,2,1,1,3,0,1,3,-1,3,0,1,2,-1,0,0,0,-1,0,-1,96226.0,566,99597.0
0,1,0,2,-1,2,-1,2,3,0,0,-1,1,2,3,0,1,0,-1,2,2,2,1,-1,2,0,3,0,1,2,1,3,-1,1,0,1,2,3,0,2,3,1,1,2,0,0,3,3,2,1,95736.0,635,99535.0
1,2,1,0,-1,0,2,1,-1,1,0,1,2,2,0,3,1,3,3,3,2,0,-1,3,2,2,3,2,-1,2,1,2,1,0,-1,0,0,3,1,2,0,1,2,0,0,1,0,-1,1,3,95698.0,648,99526.0
-1,3,1,2,2,3,1,2,0,1,0,2,1,-1,1,1,2,3,2,0,-1,0,1,1,-1,3,0,3,3,1,-1,0,2,0,0,3,2,3,0,0,1,2,2,3,-1,0,1,3,0,1,95812.0,638,99536.0
1,0,1,2,1,1,2,-1,0,2,1,2,3,-1,1,2,1,3,1,2,-1,0,1,2,1,2,0,0,2,0,-1,3,0,2,2,0,3,2,1,3,0,0,1,2,1,0,1,0,2,0,95375.0,663,99517.0
0,1,0,1,1,1,-1,2,3,0,3,3,1,2,1,-1,2,-1,0,0,2,1,1,-1,1,0,0,2,-1,1,3,0,-1,1,3,0,1,1,2,2,2,2,0,2,2,0,0,2,2,-1,95695.0,628,99539.0
-1,-1,2,2,1,1,1,3,1,0,-1,2,3,-1,-1,0,1,2,-1,0,0,0,1,1,1,1,0,-1,1,2,-1,0,2,1,0,0,0,2,0,0,-1,-1,3,1,2,3,-1,0,0,2,96044.0,566,99591.0
0,-1,-1,2,3,2,0,0,1,-1,-1,3,0,0,0,-1,0,3,3,3,1,1,2,1,1,-1,0,2,3,1,0,2,2,2,-1,1,2,0,3,0,1,1,1,3,2,2,1,0,2,-1,95883.0,619,99551.0
0,2,-1,-1,1,3,3,-1,3,0,2,-1,1,2,1,0,-1,3,1,2,1,2,0,2,0,2,0,2,2,1,2,1,2,1,0,1,0,0,0,0,2,0,0,0,2,1,3,2,-1,-1,95550.0,611,99548.0
2,3,0,1,-1,3,2,3,0,1,0,0,1,0,0,3,1,1,-1,2,1,0,0,3,0,-1,2,2,2,3,-1,2,0,2,3,3,0,-1,3,-1,1,2,1,-1,0,2,-1,0,1,2,95946.0,623,99558.0
1,1,-1,2,-1,1,0,2,1,0,1,2,3,0,2,1,1,0,-1,-1,0,3,0,-1,3,0,0,2,3,3,0,2,2,1,1,1,2,0,0,1,3,-1,-1,0,3,2,1,-1,3,-1,95998.0,600,99565.0
1,-1,2,-1,-1,2,2,-1,3,3,0,2,2,2,-1,1,0,2,1,0,0,3,3,2,2,3,2,3,3,1,0,1,0,0,2,2,-1,0,1,2,0,1,2,0,1,0,1,3,1,0,95824.0,637,99537.0
3,1,0,3,2,1,1,3,-1,-1,0,0,2,1,-1,2,0,-1,-1,0,0,0,-1,1,0,1,1,-1,2,3,2,0,3,3,2,1,0,3,0,1,2,2,0,2,-1,1,0,1,-1,1,95963.0,592,99569.0
3,0,1,3,2,2,2,3,3,1,3,1,0,3,0,2,0,0,2,2,0,0,3,1,1,-1,-1,0,2,3,3,0,1,2,0,2,2,0,0,1,-1,0,3,1,2,2,1,1,0,1,95361.0,689,99491.0
1,3,2,3,1,0,-1,0,2,-1,-1,0,2,0,0,2,1,0,2,1,1,1,3,2,1,0,0,1,2,2,0,2,3,-1,1,1,-1,1,-1,0,0,1,2,0,2,-1,1,1,0,-1,95640.0,597,99550.0
-1,0,2,1,3,2,1,1,-1,1,0,-1,0,0,2,0,1,2,0,-1,3,1,1,2,3,0,1,-1,0,2,2,1,2,3,2,0,0,-1,1,2,2,-1,1,2,3,3,-1,2,2,2,95957.0,597,99546.0
1,3,-1,-1,0,0,-1,0,2,1,-1,3,3,0,-1,3,2,1,-1,-1,1,1,0,1,3,2,3,0,1,3,1,2,1,3,0,1,-1,2,2,-1,1,0,2,2,1,2,2,0,3,0,95986.0,595,99559.0
2,0,1,0,3,1,-1,2,2,2,-1,2,1,1,0,2,1,-1,1,-1,0,1,-1,3,-1,3,0,3,0,2,2,0,1,0,0,0,0,2,0,3,0,2,2,1,1,0,2,-1,1,1,95500.0,635,99525.0
3,-1,0,3,-1,-1,2,-1,1,1,1,2,2,0,2,3,-1,0,3,2,2,1,1,2,2,-1,0,0,3,0,-1,2,0,1,-1,-1,3,2,1,0,2,2,-1,3,-1,0,0,0,1,0,96213.0,569,99582.0
1,0,3,-1,2,2,3,3,0,0,2,3,1,1,2,2,-1,3,3,-1,3,0,-1,1,0,0,2,0,2,1,1,2,3,0,3,2,0,2,3,0,1,1,1,2,0,1,1,2,1,-1,95664.0,645,99518.0
2,0,1,1,0,1,1,0,2,3,1,2,0,2,0,1,3,0,0,2,1,3,2,3,3,1,0,2,2,3,0,3,2,1,3,0,0,1,3,1,1,2,-1,0,2,1,3,2,0,1,95290.0,711,99479.0
0,1,1,0,1,2,-1,2,2,-1,1,2,1,2,1,-1,-1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,2,3,2,3,-1,0,0,-1,2,3,0,-1,2,1,0,-1,2,1,3,95609.0,610,99555.0
1,0,2,-1,-1,3,-1,1,1,0,-1,-1,0,1,2,1,-1,1,2,0,3,0,2,0,2,3,2,2,0,-1,0,3,1,-1,2,3,-1,0,0,2,0,1,2,0,3,0,2,0,3,0,95804.0,576,99565.0
1,2,3,1,0,0,0,1,2,0,1,2,-1,2,1,1,1,2,2,2,0,2,2,1,2,3,3,-1,3,0,1,2,0,-1,0,1,0,3,3,2,0,1,3,2,0,2,3,-1,1,1,95448.0,664,99499.0
1,2,3,3,0,2,2,1,2,3,-1,1,-1,2,1,-1,0,2,3,3,1,3,0,1,0,1,2,0,1,2,1,1,-1,1,0,2,1,0,-1,2,0,3,3,0,0,-1,2,2,3,2,95815.0,632,99525.0
1,-1,-1,2,0,2,1,3,2,0,2,0,0,1,1,2,3,0,1,0,2,0,1,2,1,1,1,2,2,2,-1,-1,0,0,-1,3,1,3,2,3,1,0,2,1,-1,2,1,1,-1,0,95813.0,633,99553.0
1,-1,0,2,3,2,3,2,1,3,3,2,-1,0,2,3,1,1,3,0,2,0,2,1,1,0,2,0,0,0,2,0,-1,1,2,2,1,1,-1,1,1,0,1,1,3,0,1,0,2,3,95502.0,668,99510.0
2,1,0,2,2,1,0,3,1,1,2,1,1,1,1,-1,3,1,1,0,2,2,2,1,2,3,3,-1,3,-1,-1,0,3,-1,2,2,3,3,3,0,0,1,0,1,3,2,0,3,0,0,95777.0,648,99526.0
0,1,-1,0,0,0,1,2,1,2,-1,3,1,0,2,0,0,1,2,0,0,-1,2,2,0,2,2,3,-1,2,-1,1,1,-1,-1,1,-1,-1,3,0,3,1,3,3,0,2,1,2,1,0,95956.0,608,99567.0
2,1,3,1,2,-1,1,3,0,2,-1,3,-1,1,0,0,-1,3,1,3,2,2,1,0,1,1,2,0,1,0,1,0,0,1,-1,0,2,0,2,1,2,2,-1,1,0,1,2,2,2,-1,95553.0,619,99526.0
1,3,1,-1,2,1,1,2,2,0,1,0,-1,0,1,0,1,3,3,1,1,2,3,2,-1,2,0,0,3,3,0,0,2,0,0,-1,0,-1,1,2,-1,2,0,3,1,3,3,1,1,2,95587.0,648,99518.0
2,2,0,0,0,1,3,1,-1,-1,2,1,-1,-1,0,1,2,-1,-1,0,2,2,0,-1,0,1,-1,2,2,0,0,2,1,1,2,2,-1,1,1,1,0,1,3,2,1,1,0,2,-1,3,95932.0,570,99575.0
3,1,2,3,1,0,-1,2,2,2,1,-1,-1,2,0,0,-1,2,0,0,0,1,1,0,0,1,0,3,1,2,-1,1,1,2,-1,1,2,0,1,3,1,-1,0,0,1,2,3,0,1,-1,95794.0,599,99555.0
0,3,3,2,1,3,1,2,1,3,1,1,3,3,0,1,1,2,3,-1,0,2,0,2,3,2,1,0,1,0,1,3,0,1,2,0,0,0,2,-1,0,-1,0,2,1,-1,1,-1,0,3,95509.0,650,99511.0
3,2,3,2,2,0,-1,1,2,2,2,2,1,3,3,2,1,0,0,3,-1,0,2,2,1,1,2,0,-1,1,2,0,0,0,3,-1,-1,1,-1,2,-1,1,1,0,1,-1,0,1,0,1,95862.0,614,99545.0
0,2,1,-1,1,1,2,0,3,2,1,2,-1,0,2,1,3,-1,3,3,0,3,2,0,2,-1,2,1,3,-1,2,-1,3,1,0,0,0,2,0,1,-1,1,1,2,0,0,2,3,2,2,95736.0,625,99534.0
1,1,1,2,1,3,3,3,2,2,1,-1,2,2,1,1,0,3,1,1,0,0,-1,0,0,3,0,2,2,0,0,-1,-1,1,2,1,3,1,-1,0,1,3,1,-1,0,2,0,1,0,-1,95683.0,624,99551.0
1,0,1,3,2,1,-1,0,1,0,-1,2,1,2,2,3,1,-1,-1,2,2,2,2,1,0,1,0,-1,2,2,0,-1,0,1,3,3,0,0,2,3,0,-1,0,1,0,1,1,-1,0,2,95707.0,612,99545.0
-1,-1,1,2,-1,2,2,1,3,3,1,1,1,-1,0,0,1,3,2,2,2,0,0,3,0,1,2,2,0,-1,3,1,0,0,-1,1,0,1,2,3,2,1,1,1,-1,3,2,2,0,-1,96083.0,604,99561.0
3,2,2,1,0,3,2,3,1,-1,-1,1,-1,-1,-1,0,3,-1,0,1,3,0,1,0,0,1,-1,0,1,2,0,1,2,1,3,-1,2,0,-1,3,3,2,1,3,0,2,0,2,3,0,95957.0,599,99555.0
0,3,-1,-1,-1,1,1,1,0,-1,0,1,0,2,1,2,3,2,1,2,0,1,1,2,0,1,0,3,-1,1,3,1,0,3,2,-1,1,0,2,-1,-1,2,0,2,-1,1,0,2,0,0,95859.0,600,99565.0
0,2,1,3,3,2,-1,1,1,2,0,2,1,-1,3,0,2,3,-1,1,-1,2,2,3,2,2,2,1,1,-1,3,3,0,0,0,2,0,2,1,1,-1,0,0,2,1,-1,1,0,0,0,95887.0,620,99543.0
1,3,2,2,1,1,0,2,1,0,2,2,0,-1,2,1,1,2,0,1,0,0,1,1,2,-1,1,2,3,2,-1,3,-1,0,3,3,0,2,1,-1,-1,1,0,3,0,1,-1,0,3,0,95677.0,622,99543.0
0,1,1,0,3,0,3,1,1,0,0,-1,-1,-1,-1,2,-1,1,2,2,1,0,1,2,2,0,1,1,-1,2,-1,2,2,2,3,2,-1,-1,2,1,-1,-1,1,2,0,1,1,2,2,0,96137.0,562,99585.0
-1,1,-1,2,1,1,0,3,1,0,0,0,1,3,1,3,0,-1,-1,2,1,2,1,-1,-1,1,3,2,0,0,-1,3,-1,-1,1,-1,2,1,0,2,1,0,2,-1,-1,0,2,2,-1,2,96379.0,547,99617.0
0,3,1,1,-1,1,2,0,1,0,2,2,3,0,3,1,1,-1,3,-1,-1,-1,0,1,-1,0,2,3,2,1,1,3,-1,1,1,1,3,0,-1,3,0,1,2,2,0,0,0,0,2,2,95779.0,623,99547.0
1,-1,2,-1,0,3,0,0,1,3,2,0,2,1,2,-1,1,2,0,0,1,3,1,2,0,1,-1,1,3,2,0,1,0,0,2,0,2,0,3,2,0,2,3,0,1,2,2,1,3,3,95513.0,673,99513.0
1,-1,0,0,0,2,1,2,-1,0,0,1,-1,2,2,1,2,0,2,2,1,0,1,0,3,1,-1,3,2,0,1,-1,1,2,0,1,3,3,1,2,0,1,2,0,-1,2,-1,-1,0,1,95456.0,610,99544.0
0,0,-1,1,0,3,1,1,0,1,0,0,2,1,2,2,3,1,-1,-1,2,2,0,2,2,1,1,-1,1,2,1,-1,0,3,1,2,2,2,0,1,-1,2,1,0,-1,0,2,2,-1,3,95623.0,610,99547.0
1,1,-1,1,-1,3,3,2,1,-1,1,2,0,0,1,-1,2,3,3,2,0,1,1,-1,1,-1,-1,0,2,3,2,-1,3,2,2,2,0,2,2,3,3,2,-1,1,-1,0,0,1,1,2,96398.0,586,99581.0
1,-1,3,-1,1,1,1,2,-1,3,1,2,2,0,0,0,-1,2,2,0,1,0,0,2,2,1,2,1,2,-1,-1,2,1,0,1,1,2,0,-1,-1,1,-1,0,-1,-1,0,0,0,0,3,96172.0,561,99608.0
3,2,0,0,0,3,0,0,3,0,-1,2,1,3,2,2,-1,-1,2,0,-1,-1,1,1,1,1,3,0,-1,2,2,1,2,-1,1,0,1,3,0,0,3,2,0,-1,1,2,2,2,2,1,95845.0,621,99551.0
3,-1,1,3,0,1,2,0,1,-1,2,1,3,1,0,-1,-1,3,0,3,1,-1,-1,2,0,0,3,0,1,0,2,2,2,2,1,1,-1,1,0,0,2,-1,3,0,2,0,2,3,2,1,96054.0,609,99572.0
