$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
2,2,2,1,2,0,-1,0,-1,2,-1,0,3,3,1,1,0,3,0,0,1,3,-1,-1,1,2,1,1,3,1,2,1,2,2,0,0,1,0,2,2,1,-1,1,0,0,2,2,2,3,-1,93419.0,610,99462.0
1,0,2,0,1,1,2,0,1,-1,2,1,2,1,3,1,-1,0,2,2,3,1,2,2,0,3,-1,2,-1,2,2,0,3,-1,0,1,0,-1,3,0,2,1,0,1,0,3,0,3,2,1,93137.0,610,99438.0
2,1,3,1,1,3,0,-1,-1,2,2,0,2,1,-1,1,1,2,0,1,-1,3,-1,2,1,1,1,2,2,0,3,0,0,-1,0,0,2,2,2,3,3,1,0,1,-1,1,0,0,3,-1,93517.0,579,99473.0
-1,-1,2,-1,1,2,0,1,1,-1,1,0,0,2,3,0,1,0,1,0,1,-1,0,2,0,0,-1,0,1,2,0,2,2,2,-1,2,1,1,0,0,3,2,0,-1,1,3,0,1,-1,3,93243.0,561,99474.0
0,3,2,1,2,2,0,3,1,-1,3,-1,1,1,-1,1,3,2,0,2,2,1,-1,2,0,3,0,0,3,0,3,0,1,0,1,1,-1,1,0,-1,2,3,0,1,3,0,1,2,3,0,93247.0,617,99446.0
1,1,2,2,0,3,2,0,1,1,2,3,2,0,-1,-1,0,3,1,3,2,-1,2,1,2,0,2,3,0,2,3,1,3,-1,-1,0,-1,0,2,0,0,1,2,0,-1,0,3,1,-1,2,93666.0,569,99464.0
0,1,-1,2,3,1,1,2,1,-1,1,0,0,-1,1,-1,1,2,2,3,2,0,0,0,2,1,2,3,3,1,2,3,1,2,1,0,3,3,0,-1,2,2,3,0,2,0,3,0,3,2,93344.0,635,99422.0
0,3,2,1,0,0,2,-1,2,-1,1,1,2,3,0,0,-1,1,1,2,-1,1,2,0,2,1,0,0,-1,2,0,3,1,2,0,-1,-1,0,1,-1,1,0,2,-1,1,1,1,2,-1,0,93644.0,539,99498.0
2,3,2,1,-1,2,1,-1,1,2,0,1,3,1,1,0,2,0,0,2,1,-1,0,0,1,0,2,2,0,-1,0,0,-1,0,2,-1,1,0,3,0,0,3,-1,1,3,1,2,1,-1,1,93407.0,573,99482.0
3,0,1,2,2,2,1,2,0,1,2,0,-1,1,3,2,1,-1,1,0,3,1,0,0,0,2,1,0,1,2,2,3,3,-1,3,0,1,0,3,0,0,1,1,1,-1,1,0,0,-1,-1,92996.0,600,99448.0
0,0,1,2,1,0,-1,1,0,3,-1,3,1,-1,2,1,2,0,-1,3,-1,0,1,-1,-1,0,0,2,3,0,2,-1,1,1,1,3,1,0,1,2,1,3,0,2,2,2,-1,1,0,3,93676.0,581,99478.0
1,3,2,0,1,1,2,0,0,0,3,1,1,-1,2,0,2,1,-1,1,3,0,0,0,2,0,3,0,1,-1,2,3,2,2,2,1,-1,1,1,0,-1,2,0,2,-1,2,2,-1,-1,0,93465.0,580,99476.0
2,0,-1,-1,-1,1,-1,-1,2,-1,1,0,2,-1,0,2,-1,2,2,1,2,2,0,1,3,1,0,3,3,1,0,0,2,-1,1,2,1,2,-1,1,0,0,2,1,0,3,3,1,0,1,93648.0,545,99482.0
0,1,1,2,2,2,3,2,1,0,-1,2,2,1,-1,0,-1,2,1,0,0,1,0,2,-1,1,0,0,0,3,-1,3,0,3,2,0,1,3,1,-1,1,2,0,1,1,0,1,2,-1,1,93171.0,597,99455.0
2,0,1,3,2,-1,1,1,-1,1,0,0,-1,3,-1,1,3,-1,2,0,1,1,0,-1,1,1,2,1,0,0,0,3,2,0,1,2,2,2,0,0,3,0,2,-1,3,0,2,1,2,2,93232.0,602,99456.0
0,1,3,3,1,2,1,2,3,1,2,0,2,1,0,-1,-1,0,1,-1,1,-1,3,2,0,0,2,2,-1,1,1,0,3,3,1,0,2,0,0,2,0,1,1,2,1,2,1,0,2,0,92919.0,621,99431.0
1,2,3,1,1,0,1,3,-1,-1,0,2,1,3,3,-1,1,3,2,2,0,1,3,1,2,3,2,2,0,0,-1,2,1,2,3,2,2,2,0,3,1,0,3,0,1,3,1,0,1,2,93320.0,653,99417.0
0,-1,2,0,1,0,2,0,1,0,1,-1,2,1,0,2,1,2,1,0,-1,-1,0,3,2,2,-1,1,-1,2,-1,3,0,2,-1,3,1,1,1,3,3,0,2,1,1,0,0,2,0,-1,93648.0,563,99488.0
3,2,2,2,-1,1,2,-1,2,1,2,0,0,-1,2,2,1,0,1,2,-1,0,3,1,3,1,0,1,3,-1,3,-1,0,-1,-1,1,2,3,0,1,2,1,-1,1,1,2,3,3,0,1,94074.0,555,99486.0
0,1,2,2,1,1,-1,1,2,3,3,3,2,2,3,1,3,0,1,3,3,-1,2,0,2,3,-1,0,1,2,0,3,2,0,0,-1,0,2,1,0,3,0,2,2,0,1,3,2,-1,2,93612.0,617,99429.0
1,0,3,0,0,2,-1,-1,1,1,0,-1,2,2,1,1,2,2,0,1,0,0,2,2,1,1,2,3,1,2,1,1,3,0,-1,0,2,3,-1,3,1,2,3,0,-1,1,2,0,2,3,93424.0,605,99451.0
0,3,-1,2,3,3,3,2,0,2,-1,0,0,2,0,-1,0,2,0,0,2,3,0,2,2,-1,1,2,1,1,-1,2,3,2,1,0,2,3,1,-1,3,0,0,3,1,0,3,1,-1,-1,93760.0,591,99465.0
-1,0,1,0,2,-1,2,0,1,1,0,-1,0,1,3,3,1,0,3,0,3,2,2,0,1,0,2,0,0,2,2,1,2,3,2,1,3,-1,3,3,1,2,0,0,3,3,1,-1,2,-1,93273.0,606,99442.0
2,3,1,1,1,-1,2,3,1,2,0,1,2,1,3,0,0,2,-1,-1,3,1,3,2,1,2,0,-1,1,-1,1,0,2,-1,3,2,0,2,0,2,-1,2,1,1,0,3,3,1,2,2,93928.0,594,99468.0
-1,3,2,3,2,3,1,-1,0,-1,0,2,1,1,3,3,0,0,1,-1,0,1,0,3,-1,3,0,1,3,1,1,2,-1,2,1,-1,2,1,0,2,2,-1,2,0,0,2,3,2,1,3,93900.0,584,99468.0
1,2,3,1,2,2,0,0,0,0,-1,0,2,1,2,2,0,2,1,1,3,-1,3,-1,3,2,-1,1,1,1,3,-1,-1,1,2,0,0,0,3,0,1,2,0,-1,0,0,2,2,2,1,93234.0,604,99458.0
0,2,1,-1,-1,-1,-1,2,-1,2,2,2,-1,0,1,2,-1,3,-1,2,0,-1,-1,0,1,-1,0,0,-1,0,-1,3,0,-1,2,2,0,0,-1,2,3,0,0,0,2,2,0,1,1,1,94429.0,486,99558.0
2,0,1,0,2,1,-1,0,-1,1,0,0,1,3,-1,2,3,2,2,1,2,3,3,2,1,1,0,3,0,2,2,2,1,-1,0,-1,0,1,1,-1,1,-1,3,0,-1,1,3,0,2,0,93496.0,586,99476.0
3,3,0,-1,2,-1,2,2,1,-1,2,1,3,0,1,2,0,0,1,0,1,2,1,2,1,3,2,2,-1,-1,-1,-1,1,1,3,0,1,1,2,2,0,-1,0,1,0,3,3,2,-1,0,93925.0,571,99495.0
-1,2,0,0,3,0,2,2,0,0,2,-1,-1,1,2,0,0,0,2,1,1,0,1,-1,-1,1,3,-1,2,0,1,-1,3,2,3,1,1,1,1,2,2,0,0,2,1,2,-1,0,2,1,93442.0,593,99475.0
1,1,0,2,3,-1,3,0,-1,3,-1,-1,3,1,0,0,2,0,0,-1,0,2,1,2,3,1,1,2,0,0,1,3,1,3,2,0,3,2,2,3,2,2,0,0,0,1,-1,1,1,2,93494.0,612,99453.0
3,0,1,2,0,3,3,3,2,0,2,2,0,-1,3,3,1,1,2,1,0,1,1,0,0,0,0,2,0,0,3,2,2,3,-1,1,2,-1,2,1,3,0,1,1,1,0,0,-1,-1,1,93019.0,621,99430.0
2,2,0,2,-1,3,-1,1,1,0,1,0,3,2,-1,2,1,0,1,0,1,-1,2,2,3,0,0,1,1,-1,0,0,3,2,-1,3,1,1,2,0,2,1,-1,3,1,2,1,1,3,3,93716.0,595,99466.0
0,1,0,2,0,2,0,3,-1,0,1,3,2,2,2,2,1,2,2,1,-1,2,1,-1,3,2,0,3,2,3,3,1,0,0,0,1,-1,1,-1,1,3,-1,3,0,3,2,3,1,-1,0,93735.0,592,99452.0
3,0,1,0,-1,3,2,2,0,0,1,1,1,-1,1,2,-1,-1,2,-1,0,0,3,1,3,2,0,1,0,-1,3,1,2,2,0,0,0,0,2,-1,3,1,1,1,2,1,0,1,3,3,93239.0,590,99457.0
2,1,-1,3,0,-1,-1,0,-1,0,1,0,0,2,2,2,-1,2,1,1,3,1,-1,1,-1,-1,1,3,0,2,1,-1,0,-1,0,0,2,1,1,0,3,0,1,2,1,1,0,3,2,1,93527.0,563,99496.0
1,0,2,2,-1,0,1,3,0,3,0,3,0,1,3,3,-1,0,3,2,0,2,1,-1,0,1,-1,2,1,0,2,1,1,0,0,-1,1,-1,-1,1,2,2,3,1,3,-1,3,1,2,0,93389.0,576,99459.0
3,0,3,0,1,0,1,0,0,-1,1,2,1,0,-1,-1,0,0,1,1,2,0,2,0,2,1,1,1,1,0,-1,2,-1,3,3,2,3,2,1,3,2,0,-1,0,-1,-1,1,2,2,2,93367.0,600,99467.0
-1,0,1,0,-1,0,1,2,1,3,2,0,2,2,2,2,0,1,2,3,0,-1,1,1,0,0,0,1,1,1,0,3,3,2,0,-1,1,0,1,2,1,2,3,0,1,-1,3,1,2,-1,93167.0,596,99445.0
1,3,2,3,0,3,-1,1,1,0,-1,2,1,2,1,-1,1,2,0,-1,0,2,2,0,3,2,3,0,-1,3,0,3,0,0,2,-1,2,1,2,0,1,-1,0,2,-1,3,1,1,0,2,93808.0,587,99475.0
-1,2,2,0,0,3,-1,1,-1,3,-1,2,3,3,-1,1,2,-1,0,0,2,1,3,3,2,0,-1,2,1,1,2,3,2,0,2,0,0,2,3,0,1,3,0,2,2,1,3,2,1,0,93583.0,599,99444.0
2,3,2,3,0,1,0,1,1,3,3,1,2,-1,3,1,1,3,2,1,1,3,2,2,-1,3,2,2,1,0,0,0,1,0,1,-1,0,1,0,2,1,2,2,2,-1,-1,2,3,-1,2,93584.0,604,99447.0
-1,2,1,0,2,1,-1,1,3,2,1,3,-1,0,1,2,0,0,0,3,2,2,2,3,3,1,-1,-1,3,1,1,1,0,1,2,2,-1,3,2,2,1,1,2,-1,0,3,-1,0,3,3,94034.0,588,99465.0
2,0,1,0,1,1,1,2,2,0,2,3,-1,0,-1,2,2,3,2,2,2,-1,2,-1,0,3,0,0,3,-1,3,1,1,3,0,1,0,0,0,0,3,3,0,3,1,2,1,1,2,2,93297.0,628,99438.0
2,-1,1,0,0,0,1,2,1,0,1,-1,2,1,0,1,2,-1,3,1,0,-1,2,0,0,0,2,-1,-1,-1,2,2,0,1,0,2,2,2,1,3,1,1,3,2,-1,0,0,-1,3,2,93757.0,570,99501.0
1,0,3,2,0,3,-1,0,0,0,2,0,1,-1,1,3,1,-1,0,2,-1,0,0,0,1,2,0,2,-1,-1,1,1,0,3,2,2,2,-1,0,-1,2,1,1,1,1,2,1,3,3,2,93437.0,586,99475.0
-1,-1,3,1,-1,-1,3,1,-1,2,2,1,2,1,1,2,-1,3,2,-1,0,3,2,1,0,0,0,2,0,0,0,0,0,3,2,1,-1,2,-1,1,2,2,1,0,-1,-1,2,1,1,0,93841.0,526,99506.0
-1,0,0,3,3,1,-1,2,0,0,2,0,0,3,-1,-1,1,-1,3,1,3,1,-1,-1,0,1,-1,0,1,-1,2,2,-1,0,1,0,1,0,0,-1,3,2,0,-1,2,2,1,1,2,-1,93853.0,527,99523.0
-1,0,0,3,1,-1,2,-1,0,1,2,1,0,-1,-1,-1,2,3,2,3,1,-1,0,1,3,3,2,1,0,0,2,3,1,1,3,2,0,-1,0,0,-1,0,0,1,-1,0,3,2,0,3,93654.0,551,99482.0
0,1,-1,0,1,0,2,1,1,2,-1,2,1,2,2,1,2,1,3,2,-1,3,2,0,2,1,0,-1,0,0,1,-1,2,3,2,0,0,3,0,1,1,1,3,1,0,0,-1,-1,3,2,93397.0,603,99462.0
1,2,-1,3,2,3,-1,0,0,2,2,1,0,2,0,2,-1,2,2,0,-1,1,3,-1,1,0,3,2,1,0,1,-1,-1,3,0,-1,2,-1,1,0,3,2,0,1,2,1,-1,1,3,3,94007.0,565,99499.0
2,1,-1,-1,0,1,1,0,0,0,-1,1,-1,1,-1,0,2,2,0,0,1,0,1,2,2,2,2,0,2,1,1,2,-1,-1,0,0,3,0,1,2,1,1,0,-1,3,1,1,2,2,-1,93326.0,570,99489.0
0,-1,2,0,1,3,0,2,3,1,1,0,2,-1,0,0,1,-1,2,3,0,2,0,1,2,2,1,1,0,3,0,-1,1,1,1,-1,-1,0,-1,0,1,2,3,-1,0,2,1,2,1,2,93544.0,573,99476.0
-1,-1,1,-1,2,0,0,-1,2,0,3,0,1,2,3,1,3,1,0,3,1,0,-1,1,0,0,-1,-1,2,2,2,1,1,2,0,1,2,-1,2,1,2,0,0,1,2,-1,-1,0,2,1,93621.0,562,99487.0
2,3,-1,-1,0,0,3,1,1,3,0,-1,1,1,1,-1,0,2,0,0,2,2,-1,2,0,1,1,1,0,2,2,1,3,-1,2,3,-1,2,1,2,3,-1,2,3,0,0,1,1,2,-1,93820.0,569,99475.0
2,-1,1,1,2,0,3,0,2,0,-1,-1,-1,2,2,1,1,2,3,0,0,1,1,2,0,2,1,-1,3,1,0,2,2,3,0,0,-1,3,-1,3,3,1,0,0,0,1,1,2,2,3,93701.0,594,99468.0
1,2,3,1,1,-1,-1,-1,2,1,0,1,-1,0,3,1,-1,0,2,2,-1,0,-1,2,3,1,0,2,2,3,2,0,3,1,0,0,-1,0,1,1,1,0,0,2,2,3,1,3,1,0,93458.0,574,99464.0
0,1,1,2,-1,2,2,0,2,2,3,1,1,0,-1,1,0,1,1,-1,3,-1,0,2,2,1,3,3,2,0,1,0,0,1,3,2,0,2,2,0,0,1,3,1,-1,2,1,0,0,1,92936.0,623,99434.0
1,-1,2,3,2,3,1,0,0,1,2,2,3,2,-1,3,0,-1,-1,3,3,1,1,0,0,2,-1,0,3,2,1,3,2,3,-1,0,3,1,1,3,0,2,2,3,2,2,3,0,2,2,93886.0,613,99435.0
1,-1,2,3,2,1,2,-1,2,1,1,2,2,-1,1,0,0,2,-1,1,0,-1,1,0,1,2,-1,1,2,3,0,2,1,3,1,-1,3,0,0,3,0,3,-1,1,1,0,2,-1,0,2,93761.0,565,99473.0
1,3,1,2,0,0,1,2,-1,3,0,2,1,0,0,3,3,-1,3,0,3,2,1,-1,1,1,2,0,2,0,2,-1,2,1,2,1,-1,3,0,0,-1,1,-1,0,2,0,3,0,2,-1,93663.0,583,99482.0
1,3,3,-1,0,0,2,2,1,0,3,1,1,-1,3,0,-1,2,0,0,2,2,2,0,3,0,2,2,3,2,2,-1,3,1,2,1,0,2,0,3,2,1,-1,-1,1,0,3,3,1,3,93861.0,609,99446.0
0,-1,2,-1,2,0,2,1,0,1,1,0,0,-1,2,2,1,0,2,1,0,2,3,-1,-1,0,2,-1,1,2,3,1,-1,2,-1,-1,0,1,1,0,1,2,0,-1,2,0,3,1,3,-1,94009.0,542,99522.0
0,3,-1,2,2,3,2,1,2,2,2,-1,3,3,1,-1,0,0,0,3,1,0,-1,0,2,1,1,2,3,0,3,0,-1,0,2,1,0,-1,0,-1,-1,1,1,-1,1,2,-1,-1,1,2,94248.0,566,99513.0
0,1,1,3,0,0,0,-1,-1,0,3,3,-1,0,0,3,1,3,1,0,3,2,2,2,1,-1,2,2,1,3,0,2,-1,-1,3,3,1,2,2,1,0,-1,-1,0,-1,1,-1,2,-1,0,94207.0,550,99513.0
1,2,3,1,3,-1,3,3,0,-1,1,0,2,0,0,2,2,0,0,1,2,2,1,0,2,1,-1,0,0,-1,3,0,-1,3,1,2,1,0,1,0,0,0,-1,0,2,2,-1,2,1,2,93141.0,605,99461.0
1,0,1,1,-1,0,2,0,3,0,2,1,-1,0,0,0,2,2,2,3,2,2,2,0,0,-1,-1,1,0,3,0,0,-1,1,1,1,-1,1,2,1,1,0,2,-1,1,0,2,2,3,2,93132.0,604,99453.0
1,0,3,2,1,2,-1,3,2,3,2,3,0,3,3,3,0,3,0,2,0,1,2,0,2,-1,0,2,0,0,1,0,1,3,0,-1,2,1,3,2,0,2,3,1,1,1,0,1,-1,-1,93253.0,621,99438.0
2,1,3,2,2,-1,1,3,0,1,0,1,2,-1,3,-1,0,0,1,0,2,0,0,1,0,2,3,2,1,1,1,1,-1,0,1,0,1,2,1,2,3,0,3,2,3,-1,0,1,2,0,92820.0,627,99424.0
0,0,2,1,2,3,1,1,1,2,2,1,2,0,2,0,3,2,-1,-1,0,3,1,0,2,-1,0,2,1,3,1,1,-1,0,0,3,3,1,-1,0,2,3,3,0,-1,0,2,1,1,2,93534.0,620,99448.0
2,0,0,2,2,-1,0,2,2,2,3,1,1,2,3,1,0,2,0,3,2,-1,2,3,0,3,1,0,1,0,0,1,3,2,1,-1,0,1,3,2,-1,1,3,0,1,0,1,1,-1,0,93106.0,610,99439.0
1,1,2,2,0,0,0,0,1,2,3,3,1,0,1,2,2,2,-1,1,1,2,2,3,0,1,-1,1,2,1,0,-1,3,-1,0,1,1,-1,0,3,2,0,2,-1,0,2,-1,2,-1,1,93487.0,589,99466.0
1,3,2,2,0,-1,0,1,-1,1,2,0,1,0,2,0,0,1,3,0,2,3,1,1,2,2,2,2,0,1,2,1,2,2,1,3,3,0,-1,3,-1,1,0,-1,-1,3,-1,1,3,-1,93995.0,582,99488.0
2,2,1,3,1,0,2,-1,0,1,0,2,1,-1,1,-1,3,3,2,1,2,3,0,3,0,3,2,-1,1,0,0,-1,2,1,3,1,1,-1,0,1,-1,2,-1,0,2,2,2,-1,2,2,93868.0,577,99484.0
2,2,-1,1,2,-1,-1,1,-1,0,2,2,2,-1,0,2,2,1,3,1,-1,1,-1,2,2,3,1,0,-1,3,2,0,-1,3,3,0,1,0,2,1,1,1,2,2,0,0,0,0,0,1,93669.0,579,99487.0
0,-1,1,2,0,2,3,3,1,0,1,-1,1,1,-1,2,1,2,2,3,-1,-1,2,2,2,0,0,3,1,1,0,2,3,0,-1,0,3,2,-1,-1,-1,2,2,1,1,0,3,1,0,-1,94266.0,543,99508.0
-1,0,3,3,1,-1,2,1,-1,3,1,2,2,1,1,0,1,2,-1,0,2,-1,1,1,-1,2,-1,3,0,1,3,0,1,3,-1,-1,3,-1,2,1,3,0,0,0,2,2,-1,1,-1,2,94350.0,521,99515.0
-1,-1,0,-1,-1,2,1,0,0,2,3,1,3,2,1,2,0,-1,3,-1,2,2,0,3,1,1,-1,2,2,1,1,-1,2,2,0,-1,3,3,0,0,2,0,2,0,1,-1,-1,1,2,0,94004.0,533,99502.0
0,0,0,3,1,-1,-1,-1,1,3,0,1,0,3,-1,3,3,2,2,1,2,0,2,-1,2,2,-1,-1,3,1,3,3,1,1,-1,1,1,2,0,2,0,0,0,-1,1,0,0,2,2,2,93598.0,570,99475.0
3,2,-1,2,1,1,0,0,0,0,2,2,3,1,2,-1,3,1,-1,3,1,0,0,-1,-1,1,0,0,2,0,2,1,0,2,2,1,2,0,3,-1,0,3,2,0,3,3,1,1,0,3,93108.0,628,99433.0
1,2,1,2,-1,2,2,-1,-1,0,0,0,2,3,2,0,1,1,1,0,3,1,0,2,1,3,2,2,0,-1,2,0,0,-1,2,3,1,0,1,-1,1,1,1,0,0,1,3,-1,0,2,93186.0,593,99464.0
